observation_date,W014RC1Q027SBEA_20130228,W014RC1Q027SBEA_20130328,W014RC1Q027SBEA_20130426,W014RC1Q027SBEA_20130530,W014RC1Q027SBEA_20130626,W014RC1Q027SBEA_20130731,W014RC1Q027SBEA_20130829,W014RC1Q027SBEA_20130926,W014RC1Q027SBEA_20131107,W014RC1Q027SBEA_20131220,W014RC1Q027SBEA_20140130,W014RC1Q027SBEA_20140228,W014RC1Q027SBEA_20140327,W014RC1Q027SBEA_20140430,W014RC1Q027SBEA_20140529,W014RC1Q027SBEA_20140625,W014RC1Q027SBEA_20140730,W014RC1Q027SBEA_20140828,W014RC1Q027SBEA_20140926,W014RC1Q027SBEA_20141030,W014RC1Q027SBEA_20141125,W014RC1Q027SBEA_20141223,W014RC1Q027SBEA_20150130,W014RC1Q027SBEA_20150227,W014RC1Q027SBEA_20150327,W014RC1Q027SBEA_20150429,W014RC1Q027SBEA_20150529,W014RC1Q027SBEA_20150730,W014RC1Q027SBEA_20150827,W014RC1Q027SBEA_20150925,W014RC1Q027SBEA_20151029,W014RC1Q027SBEA_20151124,W014RC1Q027SBEA_20151222,W014RC1Q027SBEA_20160129,W014RC1Q027SBEA_20160226,W014RC1Q027SBEA_20160325,W014RC1Q027SBEA_20160428,W014RC1Q027SBEA_20160527,W014RC1Q027SBEA_20160628,W014RC1Q027SBEA_20160729,W014RC1Q027SBEA_20160826,W014RC1Q027SBEA_20160929,W014RC1Q027SBEA_20161028,W014RC1Q027SBEA_20161129,W014RC1Q027SBEA_20161222,W014RC1Q027SBEA_20170127,W014RC1Q027SBEA_20170228,W014RC1Q027SBEA_20170330,W014RC1Q027SBEA_20170428,W014RC1Q027SBEA_20170526,W014RC1Q027SBEA_20170629,W014RC1Q027SBEA_20170728,W014RC1Q027SBEA_20170830,W014RC1Q027SBEA_20170928,W014RC1Q027SBEA_20171027,W014RC1Q027SBEA_20171129,W014RC1Q027SBEA_20171221,W014RC1Q027SBEA_20180126,W014RC1Q027SBEA_20180228,W014RC1Q027SBEA_20180328,W014RC1Q027SBEA_20180427,W014RC1Q027SBEA_20180530,W014RC1Q027SBEA_20180628,W014RC1Q027SBEA_20180727,W014RC1Q027SBEA_20180829,W014RC1Q027SBEA_20180927,W014RC1Q027SBEA_20181026,W014RC1Q027SBEA_20181128,W014RC1Q027SBEA_20181221,W014RC1Q027SBEA_20190228,W014RC1Q027SBEA_20190328,W014RC1Q027SBEA_20190426,W014RC1Q027SBEA_20190530,W014RC1Q027SBEA_20190627,W014RC1Q027SBEA_20190726,W014RC1Q027SBEA_20190829,W014RC1Q027SBEA_20190926,W014RC1Q027SBEA_20191030,W014RC1Q027SBEA_20191127,W014RC1Q027SBEA_20191220,W014RC1Q027SBEA_20200130,W014RC1Q027SBEA_20200227,W014RC1Q027SBEA_20200326,W014RC1Q027SBEA_20200429,W014RC1Q027SBEA_20200528,W014RC1Q027SBEA_20200625,W014RC1Q027SBEA_20200730,W014RC1Q027SBEA_20200827,W014RC1Q027SBEA_20200930,W014RC1Q027SBEA_20201029,W014RC1Q027SBEA_20201125,W014RC1Q027SBEA_20201222,W014RC1Q027SBEA_20210128,W014RC1Q027SBEA_20210225
1983-01-01,382.4,382.4,382.4,382.4,382.4,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.6,379.6,379.6,379.6,379.6,379.6,379.6,379.6,379.6,379.6,379.6,379.6,379.6,379.6,379.6,379.6,379.6,379.6,379.6,379.6,379.6,379.6,379.6,379.6,379.6,379.6,379.6,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593,379.593
1983-04-01,390.7,390.7,390.7,390.7,390.7,387.2,387.2,387.2,387.2,387.2,387.2,387.2,387.2,387.2,387.2,387.2,387.2,387.2,387.2,387.2,387.2,387.2,387.2,387.2,387.2,387.2,387.2,387.7,387.7,387.7,387.7,387.7,387.7,387.7,387.7,387.7,387.7,387.7,387.7,387.7,387.7,387.7,387.7,387.7,387.7,387.7,387.7,387.7,387.7,387.7,387.7,387.7,387.7,387.7,387.725,387.725,387.725,387.725,387.725,387.725,387.725,387.725,387.725,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726,387.726
1983-07-01,385.0,385.0,385.0,385.0,385.0,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,381.6,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202,382.202
1983-10-01,390.5,390.5,390.5,390.5,390.5,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.8,386.8,386.8,386.8,386.8,386.8,386.8,386.8,386.8,386.8,386.8,386.8,386.8,386.8,386.8,386.8,386.8,386.8,386.8,386.8,386.8,386.8,386.8,386.8,386.8,386.8,386.8,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834,386.834
1984-01-01,393.3,393.3,393.3,393.3,393.3,389.2,389.2,389.2,389.2,389.2,389.2,389.2,389.2,389.2,389.2,389.2,389.2,389.2,389.2,389.2,389.2,389.2,389.2,389.2,389.2,389.2,389.2,389.7,389.7,389.7,389.7,389.7,389.7,389.7,389.7,389.7,389.7,389.7,389.7,389.7,389.7,389.7,389.7,389.7,389.7,389.7,389.7,389.7,389.7,389.7,389.7,389.7,389.7,389.7,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716,389.716
1984-04-01,397.7,397.7,397.7,397.7,397.7,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.9,393.9,393.9,393.9,393.9,393.9,393.9,393.9,393.9,393.9,393.9,393.9,393.9,393.9,393.9,393.9,393.9,393.9,393.9,393.9,393.9,393.9,393.9,393.9,393.9,393.9,393.9,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905,393.905
1984-07-01,399.0,399.0,399.0,399.0,399.0,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,395.1,395.1,395.1,395.1,395.1,395.1,395.1,395.1,395.1,395.1,395.1,395.1,395.1,395.1,395.1,395.1,395.1,395.1,395.1,395.1,395.1,395.1,395.1,395.1,395.1,395.1,395.1,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074,395.074
1984-10-01,413.2,413.2,413.2,413.2,413.2,408.7,408.7,408.7,408.7,408.7,408.7,408.7,408.7,408.7,408.7,408.7,408.7,408.7,408.7,408.7,408.7,408.7,408.7,408.7,408.7,408.7,408.7,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177,409.177
1985-01-01,417.3,417.3,417.3,417.3,417.3,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426,413.426
1985-04-01,420.5,420.5,420.5,420.5,420.5,415.9,415.9,415.9,415.9,415.9,415.9,415.9,415.9,415.9,415.9,415.9,415.9,415.9,415.9,415.9,415.9,415.9,415.9,415.9,415.9,415.9,415.9,416.3,416.3,416.3,416.3,416.3,416.3,416.3,416.3,416.3,416.3,416.3,416.3,416.3,416.3,416.3,416.3,416.3,416.3,416.3,416.3,416.3,416.3,416.3,416.3,416.3,416.3,416.3,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327,416.327
1985-07-01,427.2,427.2,427.2,427.2,427.2,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.4,422.9,422.9,422.9,422.9,422.9,422.9,422.9,422.9,422.9,422.9,422.9,422.9,422.9,422.9,422.9,422.9,422.9,422.9,422.9,422.9,422.9,422.9,422.9,422.9,422.9,422.9,422.9,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905,422.905
1985-10-01,431.2,431.2,431.2,431.2,431.2,426.1,426.1,426.1,426.1,426.1,426.1,426.1,426.1,426.1,426.1,426.1,426.1,426.1,426.1,426.1,426.1,426.1,426.1,426.1,426.1,426.1,426.1,426.6,426.6,426.6,426.6,426.6,426.6,426.6,426.6,426.6,426.6,426.6,426.6,426.6,426.6,426.6,426.6,426.6,426.6,426.6,426.6,426.6,426.6,426.6,426.6,426.6,426.6,426.6,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605,426.605
1986-01-01,437.6,437.6,437.6,437.6,437.6,432.6,432.6,432.6,432.6,432.6,432.6,432.6,432.6,432.6,432.6,432.6,432.6,432.6,432.6,432.6,432.6,432.6,432.6,432.6,432.6,432.6,432.6,433.1,433.1,433.1,433.1,433.1,433.1,433.1,433.1,433.1,433.1,433.1,433.1,433.1,433.1,433.1,433.1,433.1,433.1,433.1,433.1,433.1,433.1,433.1,433.1,433.1,433.1,433.1,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14,433.14
1986-04-01,450.1,450.1,450.1,450.1,450.1,444.9,444.9,444.9,444.9,444.9,444.9,444.9,444.9,444.9,444.9,444.9,444.9,444.9,444.9,444.9,444.9,444.9,444.9,444.9,444.9,444.9,444.9,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503,445.503
1986-07-01,459.4,459.4,459.4,459.4,459.4,454.3,454.3,454.3,454.3,454.3,454.3,454.3,454.3,454.3,454.3,454.3,454.3,454.3,454.3,454.3,454.3,454.3,454.3,454.3,454.3,454.3,454.3,454.9,454.9,454.9,454.9,454.9,454.9,454.9,454.9,454.9,454.9,454.9,454.9,454.9,454.9,454.9,454.9,454.9,454.9,454.9,454.9,454.9,454.9,454.9,454.9,454.9,454.9,454.9,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863,454.863
1986-10-01,452.4,452.4,452.4,452.4,452.4,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.6,447.6,447.6,447.6,447.6,447.6,447.6,447.6,447.6,447.6,447.6,447.6,447.6,447.6,447.6,447.6,447.6,447.6,447.6,447.6,447.6,447.6,447.6,447.6,447.6,447.6,447.6,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631,447.631
1987-01-01,450.3,450.3,450.3,450.3,450.3,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.5,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54,445.54
1987-04-01,458.6,458.6,458.6,458.6,458.6,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.5,453.5,453.5,453.5,453.5,453.5,453.5,453.5,453.5,453.5,453.5,453.5,453.5,453.5,453.5,453.5,453.5,453.5,453.5,453.5,453.5,453.5,453.5,453.5,453.5,453.5,453.5,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509,453.509
1987-07-01,457.0,457.0,457.0,457.0,457.0,451.3,451.3,451.3,451.3,451.3,451.3,451.3,451.3,451.3,451.3,451.3,451.3,451.3,451.3,451.3,451.3,451.3,451.3,451.3,451.3,451.3,451.3,451.8,451.8,451.8,451.8,451.8,451.8,451.8,451.8,451.8,451.8,451.8,451.8,451.8,451.8,451.8,451.8,451.8,451.8,451.8,451.8,451.8,451.8,451.8,451.8,451.8,451.8,451.8,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829,451.829
1987-10-01,464.5,464.5,464.5,464.5,464.5,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379,459.379
1988-01-01,479.9,479.9,479.9,479.9,479.9,474.4,474.4,474.4,474.4,474.4,474.4,474.4,474.4,474.4,474.4,474.4,474.4,474.4,474.4,474.4,474.4,474.4,474.4,474.4,474.4,474.4,474.4,475.4,475.4,475.4,475.4,475.4,475.4,475.4,475.4,475.4,475.4,475.4,475.4,475.4,475.4,475.4,475.4,475.4,475.4,475.4,475.4,475.4,475.4,475.4,475.4,475.4,475.4,475.4,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442,475.442
1988-04-01,480.3,480.3,480.3,480.3,480.3,474.3,474.3,474.3,474.3,474.3,474.3,474.3,474.3,474.3,474.3,474.3,474.3,474.3,474.3,474.3,474.3,474.3,474.3,474.3,474.3,474.3,474.3,475.3,475.3,475.3,475.3,475.3,475.3,475.3,475.3,475.3,475.3,475.3,475.3,475.3,475.3,475.3,475.3,475.3,475.3,475.3,475.3,475.3,475.3,475.3,475.3,475.3,475.3,475.3,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331,475.331
1988-07-01,488.3,488.3,488.3,488.3,488.3,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,483.2,483.2,483.2,483.2,483.2,483.2,483.2,483.2,483.2,483.2,483.2,483.2,483.2,483.2,483.2,483.2,483.2,483.2,483.2,483.2,483.2,483.2,483.2,483.2,483.2,483.2,483.2,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23,483.23
1988-10-01,498.6,498.6,498.6,498.6,498.6,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491,493.491
1989-01-01,514.4,514.4,514.4,514.4,514.4,508.2,508.2,508.2,508.2,508.2,508.2,508.2,508.2,508.2,508.2,508.2,508.2,508.2,508.2,508.2,508.2,508.2,508.2,508.2,508.2,508.2,508.2,509.9,509.9,509.9,509.9,509.9,509.9,509.9,509.9,509.9,509.9,509.9,509.9,509.9,509.9,509.9,509.9,509.9,509.9,509.9,509.9,509.9,509.9,509.9,509.9,509.9,509.9,509.9,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859,509.859
1989-04-01,517.9,517.9,517.9,517.9,517.9,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995,512.995
1989-07-01,532.8,532.8,532.8,532.8,532.8,526.3,526.3,526.3,526.3,526.3,526.3,526.3,526.3,526.3,526.3,526.3,526.3,526.3,526.3,526.3,526.3,526.3,526.3,526.3,526.3,526.3,526.3,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969,527.969
1989-10-01,543.3,543.3,543.3,543.3,543.3,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143,538.143
1990-01-01,561.3,561.3,561.3,561.3,561.3,554.7,554.7,554.7,554.7,554.7,554.7,554.7,554.7,554.7,554.7,554.7,554.7,554.7,554.7,554.7,554.7,554.7,554.7,554.7,554.7,554.7,554.7,556.6,556.6,556.6,556.6,556.6,556.6,556.6,556.6,556.6,556.6,556.6,556.6,556.6,556.6,556.6,556.6,556.6,556.6,556.6,556.6,556.6,556.6,556.6,556.6,556.6,556.6,556.6,556.626,556.626,556.626,556.626,556.626,556.626,556.626,556.626,556.626,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627,556.627
1990-04-01,575.5,575.5,575.5,575.5,575.5,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,568.4,570.4,570.4,570.4,570.4,570.4,570.4,570.4,570.4,570.4,570.4,570.4,570.4,570.4,570.4,570.4,570.4,570.4,570.4,570.4,570.4,570.4,570.4,570.4,570.4,570.4,570.4,570.4,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36,570.36
1990-07-01,580.4,580.4,580.4,580.4,580.4,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,575.2,575.2,575.2,575.2,575.2,575.2,575.2,575.2,575.2,575.2,575.2,575.2,575.2,575.2,575.2,575.2,575.2,575.2,575.2,575.2,575.2,575.2,575.2,575.2,575.2,575.2,575.2,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221,575.221
1990-10-01,587.6,587.6,587.6,587.6,587.6,580.1,580.1,580.1,580.1,580.1,580.1,580.1,580.1,580.1,580.1,580.1,580.1,580.1,580.1,580.1,580.1,580.1,580.1,580.1,580.1,580.1,580.1,582.1,582.1,582.1,582.1,582.1,582.1,582.1,582.1,582.1,582.1,582.1,582.1,582.1,582.1,582.1,582.1,582.1,582.1,582.1,582.1,582.1,582.1,582.1,582.1,582.1,582.1,582.1,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069,582.069
